frame.time_epoch,ip.src,ip.dst,ip.len,tcp.len,tcp.flags.ack
1627335713.830470000,10.0.2.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.832148000,10.0.3.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.836117000,10.0.4.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.836174000,10.0.7.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.836186000,10.0.8.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.836201000,10.0.11.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.837532000,10.0.1.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.837633000,10.0.13.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.838721000,10.0.14.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.840294000,10.0.16.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.841409000,10.0.19.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.961148000,10.0.2.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.962590000,10.0.3.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.962609000,10.0.5.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.963843000,10.0.9.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.965407000,10.0.11.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.966332000,10.0.13.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.967344000,10.0.17.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.969742000,10.0.19.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335713.970296000,10.0.1.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.080521000,10.0.2.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.080553000,10.0.4.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.080562000,10.0.7.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.083649000,10.0.1.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.083753000,10.0.10.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.083759000,10.0.11.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.083761000,10.0.12.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.086137000,10.0.18.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.086144000,10.0.19.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.204168000,10.0.3.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.204202000,10.0.4.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.204255000,10.0.7.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.204270000,10.0.8.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.205562000,10.0.12.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.206413000,10.0.16.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.208203000,10.0.19.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.316704000,10.0.3.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.318850000,10.0.4.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.319187000,10.0.7.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.320411000,10.0.12.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.322503000,10.0.15.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.322746000,10.0.16.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.413881000,10.0.0.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.416258000,10.0.1.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.422590000,10.0.2.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.423660000,10.0.5.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.424789000,10.0.6.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.426039000,10.0.11.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.427574000,10.0.12.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.428447000,10.0.16.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.523492000,10.0.2.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.524625000,10.0.3.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.526247000,10.0.5.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.527465000,10.0.8.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.528231000,10.0.13.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.529354000,10.0.14.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.530592000,10.0.18.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.626792000,10.0.5.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.628046000,10.0.9.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.629743000,10.0.10.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.630379000,10.0.13.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.632110000,10.0.16.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.633617000,10.0.19.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.734328000,10.0.5.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.735195000,10.0.6.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.736340000,10.0.10.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.737239000,10.0.13.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.742803000,10.0.16.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.742839000,10.0.18.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.847660000,10.0.4.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.848953000,10.0.9.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.850224000,10.0.14.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.852522000,10.0.18.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.951826000,10.0.4.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.953648000,10.0.9.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.954557000,10.0.10.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.957284000,10.0.15.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335714.958739000,10.0.17.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.061736000,10.0.8.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.064487000,10.0.10.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.065596000,10.0.17.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.172476000,10.0.7.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.173025000,10.0.11.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.174412000,10.0.15.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.176332000,10.0.18.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.286938000,10.0.8.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.291357000,10.0.14.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.291368000,10.0.17.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.401503000,10.0.6.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.401512000,10.0.7.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.411779000,10.0.0.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.513239000,10.0.2.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.514180000,10.0.3.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.516599000,10.0.6.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.516612000,10.0.9.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.517898000,10.0.11.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.519554000,10.0.13.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.520192000,10.0.16.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.521262000,10.0.17.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.521562000,10.0.1.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.523340000,10.0.18.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.631259000,10.0.4.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.631728000,10.0.6.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.633376000,10.0.9.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.636303000,10.0.12.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.638124000,10.0.17.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.741380000,10.0.6.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.749304000,10.0.15.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.843760000,10.0.7.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.845378000,10.0.10.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.847314000,10.0.14.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.848768000,10.0.15.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.962836000,10.0.5.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335715.964969000,10.0.8.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.090221000,10.0.14.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.094405000,10.0.19.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.217562000,10.0.14.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.366081000,10.0.8.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.366201000,10.0.15.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.469500000,10.0.2.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.470746000,10.0.3.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.471866000,10.0.4.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.473813000,10.0.1.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.473837000,10.0.7.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.474567000,10.0.8.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.475462000,10.0.9.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.476967000,10.0.12.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.479520000,10.0.0.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.479680000,10.0.19.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.586227000,10.0.6.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.588812000,10.0.10.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.588947000,10.0.15.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.591209000,10.0.16.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.591218000,10.0.18.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.722677000,10.0.10.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.722693000,10.0.11.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.896329000,10.0.13.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335716.896686000,10.0.18.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.113893000,10.0.5.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.116859000,10.0.14.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.116910000,10.0.17.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.501400000,10.0.3.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.502279000,10.0.4.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.503854000,10.0.6.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.505005000,10.0.7.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.506387000,10.0.8.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.507047000,10.0.9.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.508202000,10.0.10.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.509731000,10.0.11.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.510600000,10.0.13.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.512367000,10.0.14.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.512740000,10.0.1.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.513814000,10.0.0.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.619979000,10.0.2.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.626306000,10.0.15.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.627312000,10.0.17.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.726881000,10.0.5.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.733006000,10.0.18.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
1627335717.936167000,10.0.19.2,10.0.0.10,10.0.0.10,10.0.20.10,311,283,,0
