frame.time_epoch,ip.src,ip.dst,ip.len,tcp.len,tcp.flags.ack
"1632265530.477822000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.478195000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.478554000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.478735000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.479011000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.479202000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.479583000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.479770000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.480048000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.480320000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.480608000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.480945000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.481125000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.481426000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.481713000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.481986000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.482259000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.482567000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.482840000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.483112000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.483391000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.483666000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.483945000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.484222000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.484608000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.484790000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.485064000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.485619000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.485865000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.486056000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.486512000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.486970000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.487514000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.487731000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.487929000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.488204000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.488701000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.488836000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.489046000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.489260000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.489469000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.489678000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.489887000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.490096000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.490301000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.490484000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.490667000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.490851000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.491034000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.491228000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.491410000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.491605000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.491718000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.491892000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.492084000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.492211000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.492375000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.492543000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.492923000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.493381000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.493675000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.503185000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.503986000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.504560000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.508288000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.508483000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.508719000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.508942000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.528529000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.528737000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.529019000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.529249000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.529456000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.529674000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.529863000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.530086000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.534373000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.534576000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.534824000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.535019000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.535306000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.535572000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.553974000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.554373000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.554692000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.555055000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.555367000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.556016000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.556495000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.556893000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.561980000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.562276000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.562526000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.563642000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.564672000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.584276000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.584522000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.584831000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.585168000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.585400000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.585714000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.589097000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.591177000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.591409000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.591708000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.591881000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.592171000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.592278000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.592501000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.592886000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.593041000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.593222000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.593328000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.593517000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.593701000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.593879000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.594056000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.594232000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.594410000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.594512000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.594703000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.594871000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.595053000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.595234000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.595410000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.595587000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.595699000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.595887000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.596064000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.596246000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.596807000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.597791000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.598180000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.598786000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.599063000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.616632000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.616636000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.617175000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.617476000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.627168000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.627428000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.628188000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.628557000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.631063000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.633950000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.635874000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.636166000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.636432000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.636796000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.639984000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.640374000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.640651000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.641494000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.641709000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.642240000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.642424000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.642637000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.642858000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.643159000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.643264000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.643674000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.643909000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.644175000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.644440000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.644688000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.645029000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.645144000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.646889000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.647149000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.647462000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.648083000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.648186000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.648679000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.648786000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.649091000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.649394000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.649633000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.649782000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.650026000","10.0.0.10","10.0.3.10","1440","1400","0"
"1632265530.650381000","10.0.0.10","10.0.3.10","1440","1400","0"
